Mole_index,Method_index,Peak_time,Area,Height,Smiles,Name,CAS,Initial_T,Final_T,Heating_rate,Ret_time
17,22,18.459,817175.0,286715.0,C1(NC2=CC=CC=C2)=CC=CC=C1,Diphenylamine,122-39-4,60.0,280.0,10.0,3.0
17,23,12.752,818453.0,402509.0,C1(NC2=CC=CC=C2)=CC=CC=C1,Diphenylamine,122-39-4,60.0,280.0,20.0,3.0
17,24,10.682,818813.0,432751.0,C1(NC2=CC=CC=C2)=CC=CC=C1,Diphenylamine,122-39-4,60.0,280.0,30.0,3.0
17,25,13.47,545699.0,215985.0,C1(NC2=CC=CC=C2)=CC=CC=C1,Diphenylamine,122-39-4,80.0,280.0,10.0,0.0
17,26,8.761000000000001,545208.0,276112.0,C1(NC2=CC=CC=C2)=CC=CC=C1,Diphenylamine,122-39-4,80.0,280.0,20.0,0.0
17,27,8.295,761641.0,389427.0,C1(NC2=CC=CC=C2)=CC=CC=C1,Diphenylamine,122-39-4,80.0,280.0,22.0,0.0
17,28,14.459000000000001,551111.0,214635.0,C1(NC2=CC=CC=C2)=CC=CC=C1,Diphenylamine,122-39-4,80.0,280.0,10.0,1.0
17,29,9.752,555946.0,275032.0,C1(NC2=CC=CC=C2)=CC=CC=C1,Diphenylamine,122-39-4,80.0,280.0,20.0,1.0
17,3,9.568999999999999,1129613.0,561985.0,C1(NC2=CC=CC=C2)=CC=CC=C1,Diphenylamine,122-39-4,40.0,280.0,24.0,0.0
17,30,8.011000000000001,560828.0,299540.0,C1(NC2=CC=CC=C2)=CC=CC=C1,Diphenylamine,122-39-4,80.0,280.0,30.0,1.0
17,31,15.446,542170.0,214079.0,C1(NC2=CC=CC=C2)=CC=CC=C1,Diphenylamine,122-39-4,80.0,280.0,10.0,2.0
17,32,10.745,557500.0,286910.0,C1(NC2=CC=CC=C2)=CC=CC=C1,Diphenylamine,122-39-4,80.0,280.0,20.0,2.0
17,33,9.004,560995.0,291274.0,C1(NC2=CC=CC=C2)=CC=CC=C1,Diphenylamine,122-39-4,80.0,280.0,30.0,2.0
17,34,16.437,559275.0,218156.0,C1(NC2=CC=CC=C2)=CC=CC=C1,Diphenylamine,122-39-4,80.0,280.0,10.0,3.0
17,35,11.735999999999999,558356.0,276611.0,C1(NC2=CC=CC=C2)=CC=CC=C1,Diphenylamine,122-39-4,80.0,280.0,20.0,3.0
17,36,9.996,569759.0,294699.0,C1(NC2=CC=CC=C2)=CC=CC=C1,Diphenylamine,122-39-4,80.0,280.0,30.0,3.0
17,4,18.471,958680.0,336269.0,C1(NC2=CC=CC=C2)=CC=CC=C1,Diphenylamine,122-39-4,40.0,280.0,10.0,1.0
17,5,11.765,978546.0,471392.0,C1(NC2=CC=CC=C2)=CC=CC=C1,Diphenylamine,122-39-4,40.0,280.0,20.0,1.0
17,6,9.357999999999999,967726.0,491095.0,C1(NC2=CC=CC=C2)=CC=CC=C1,Diphenylamine,122-39-4,40.0,280.0,30.0,1.0
17,7,19.468,952392.0,345050.0,C1(NC2=CC=CC=C2)=CC=CC=C1,Diphenylamine,122-39-4,40.0,280.0,10.0,2.0
17,8,12.765999999999998,954106.0,459377.0,C1(NC2=CC=CC=C2)=CC=CC=C1,Diphenylamine,122-39-4,40.0,280.0,20.0,2.0
17,9,10.359000000000002,985835.0,488071.0,C1(NC2=CC=CC=C2)=CC=CC=C1,Diphenylamine,122-39-4,40.0,280.0,30.0,2.0
170,1,17.855,1475919.0,240995.0,OC1=CC=C(C2=CC=CC=C2C#CC3=CC=C(Cl)C=C3)C=C1,"2'-((4-chlorophenyl)ethynyl)-[1,1'-biphenyl]-4-ol",none,60.0,300.0,20.0,18.0
170,2,21.159000000000002,1507716.0,230014.0,OC1=CC=C(C2=CC=CC=C2C#CC3=CC=C(Cl)C=C3)C=C1,"2'-((4-chlorophenyl)ethynyl)-[1,1'-biphenyl]-4-ol",none,60.0,300.0,15.0,14.0
171,1,16.684,899548.0,205087.0,OC(C=C1)=CC=C1C2=C(C#CC3=CC(C)=CC=C3)C=CC=C2,"2'-(m-tolylethynyl)-[1,1'-biphenyl]-4-ol",none,60.0,300.0,20.0,18.0
171,2,19.95,948937.0,204075.0,OC(C=C1)=CC=C1C2=C(C#CC3=CC(C)=CC=C3)C=CC=C2,"2'-(m-tolylethynyl)-[1,1'-biphenyl]-4-ol",none,60.0,300.0,15.0,14.0
172,1,18.055,565812.0,100146.0,OC(C=C1)=CC=C1C2=C(C#CC3=CC=C(CC)C=C3)C=CC=C2,"2'-((4-ethylphenyl)ethynyl)-[1,1'-biphenyl]-4-ol",none,60.0,300.0,20.0,18.0
172,2,21.397,791835.0,144083.0,OC(C=C1)=CC=C1C2=C(C#CC3=CC=C(CC)C=C3)C=CC=C2,"2'-((4-ethylphenyl)ethynyl)-[1,1'-biphenyl]-4-ol",none,60.0,300.0,15.0,14.0
173,1,16.63,1758905.0,307578.0,OC(C(Cl)=C1)=CC=C1C2=C(C#CC3=CC=CC=C3)C=CC=C2,"3-chloro-2'-(phenylethynyl)-[1,1'-biphenyl]-4-ol",none,60.0,300.0,20.0,18.0
173,2,19.886,1628392.0,312239.0,OC(C(Cl)=C1)=CC=C1C2=C(C#CC3=CC=CC=C3)C=CC=C2,"3-chloro-2'-(phenylethynyl)-[1,1'-biphenyl]-4-ol",none,60.0,300.0,15.0,14.0
174,1,15.884,1546205.0,343423.0,OC(C=C1)=CC=C1C2=C(C#CC3=CC=CC=C3)C(F)=CC=C2,"3'-fluoro-2'-(phenylethynyl)-[1,1'-biphenyl]-4-ol",none,60.0,300.0,20.0,18.0
174,2,19.102999999999998,1537336.0,347674.0,OC(C=C1)=CC=C1C2=C(C#CC3=CC=CC=C3)C(F)=CC=C2,"3'-fluoro-2'-(phenylethynyl)-[1,1'-biphenyl]-4-ol",none,60.0,300.0,15.0,14.0
175,1,16.589000000000002,720092.0,163436.0,OC(C=C1)=CC(Cl)=C1C2=C(C3=CC=CC=C3)C=CC=C2,"2-chloro-[1,1':2',1''-terphenyl]-4-ol",none,60.0,300.0,20.0,18.0
175,2,19.85,737344.0,171301.0,OC(C=C1)=CC(Cl)=C1C2=C(C3=CC=CC=C3)C=CC=C2,"2-chloro-[1,1':2',1''-terphenyl]-4-ol",none,60.0,300.0,15.0,14.0
176,1,17.583,1016833.0,170456.0,OC(C=C1)=CC=C1C2=C(C#CC3=CC=C(Cl)C=C3)C=CC=C2,"2'-((4-chlorophenyl)ethynyl)-[1,1'-biphenyl]-4-ol",none,60.0,300.0,20.0,18.0
176,2,20.873,1044593.0,171792.0,OC(C=C1)=CC=C1C2=C(C#CC3=CC=C(Cl)C=C3)C=CC=C2,"2'-((4-chlorophenyl)ethynyl)-[1,1'-biphenyl]-4-ol",none,60.0,300.0,15.0,14.0
177,1,16.137999999999998,4412997.0,742223.0,OC(C(Cl)=C1)=CC=C1C2=C(C#CC3=CC=CC=C3)C=CC=C2,"3-chloro-2'-(phenylethynyl)-[1,1'-biphenyl]-4-ol",none,60.0,300.0,20.0,18.0
177,2,19.358,4485145.0,685457.0,OC(C(Cl)=C1)=CC=C1C2=C(C#CC3=CC=CC=C3)C=CC=C2,"3-chloro-2'-(phenylethynyl)-[1,1'-biphenyl]-4-ol",none,60.0,300.0,15.0,14.0
178,1,15.895999999999999,2717845.0,536550.0,OC(C=C1)=CC=C1C2=C(C#CC3=C(F)C=CC=C3)C=CC=C2,"2'-((2-fluorophenyl)ethynyl)-[1,1'-biphenyl]-4-ol",none,60.0,300.0,20.0,18.0
178,2,19.119,2786112.0,495149.0,OC(C=C1)=CC=C1C2=C(C#CC3=C(F)C=CC=C3)C=CC=C2,"2'-((2-fluorophenyl)ethynyl)-[1,1'-biphenyl]-4-ol",none,60.0,300.0,15.0,14.0
179,1,15.487,1298360.0,307688.0,OC(C=C1)=CC=C1C2=C(C#CC3=CC=C(F)C=C3)C=CC=C2,"2'-((4-fluorophenyl)ethynyl)-[1,1'-biphenyl]-4-ol",none,60.0,300.0,20.0,18.0
179,2,18.684,1306920.0,306342.0,OC(C=C1)=CC=C1C2=C(C#CC3=CC=C(F)C=C3)C=CC=C2,"2'-((4-fluorophenyl)ethynyl)-[1,1'-biphenyl]-4-ol",none,60.0,300.0,15.0,14.0
18,1,4.999,186413.0,91496.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,40.0,120.0,10.0,0.0
18,10,6.9079999999999995,182542.0,75534.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,40.0,280.0,10.0,3.0
18,11,6.125,196434.0,96695.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,40.0,140.0,20.0,3.0
18,12,5.754,201491.0,109943.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,40.0,190.0,30.0,3.0
18,13,3.898,164309.0,92749.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,60.0,140.0,10.0,0.0
18,14,3.405,161665.0,103152.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,60.0,220.0,20.0,0.0
18,15,3.182,178609.0,118385.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,60.0,280.0,30.0,0.0
18,16,4.308,163889.0,85523.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,60.0,130.0,10.0,1.0
18,17,3.88,166296.0,96219.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,60.0,200.0,20.0,1.0
18,18,3.6660000000000004,168844.0,103672.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,60.0,270.0,30.0,1.0
18,19,4.69,164535.0,81975.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,60.0,120.0,10.0,2.0
18,2,4.02,191698.0,113092.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,40.0,200.0,20.0,0.0
18,20,4.343,169377.0,93989.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,60.0,180.0,20.0,2.0
18,21,4.1530000000000005,171416.0,97913.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,60.0,240.0,30.0,2.0
18,22,5.029,161587.0,75935.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,60.0,110.0,10.0,3.0
18,23,4.782,165557.0,84898.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,60.0,160.0,20.0,3.0
18,24,4.63,166076.0,89703.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,60.0,210.0,30.0,3.0
18,25,3.225,109391.0,67736.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,80.0,160.0,10.0,0.0
18,26,3.003,108769.0,72326.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,80.0,240.0,20.0,0.0
18,27,2.904,107036.0,71416.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,80.0,280.0,30.0,0.0
18,28,3.435,106900.0,61822.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,80.0,150.0,10.0,1.0
18,29,3.259,108412.0,67679.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,80.0,220.0,20.0,1.0
18,3,3.603,196740.0,122744.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,40.0,280.0,30.0,0.0
18,30,3.159,107708.0,69020.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,80.0,290.0,30.0,1.0
18,31,3.62,107309.0,60998.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,80.0,140.0,10.0,2.0
18,32,3.5069999999999997,108216.0,63838.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,80.0,200.0,20.0,2.0
18,33,3.43,108149.0,66150.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,80.0,260.0,30.0,2.0
18,34,3.7560000000000002,108290.0,58594.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,80.0,130.0,10.0,3.0
18,35,3.716,108733.0,61021.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,80.0,180.0,20.0,3.0
18,36,3.6830000000000003,108155.0,61550.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,80.0,230.0,30.0,3.0
18,4,5.655,191559.0,91638.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,40.0,110.0,10.0,1.0
18,5,4.731,197943.0,109193.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,40.0,180.0,20.0,1.0
18,6,4.323,195515.0,114594.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,40.0,250.0,30.0,1.0
18,7,6.294,194363.0,85725.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,40.0,100.0,10.0,2.0
18,8,5.434,203765.0,106465.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,40.0,160.0,20.0,2.0
18,9,5.039,201857.0,112138.0,O=C(OC)CBr,Methyl bromoacetate,96-32-2,40.0,220.0,30.0,2.0
180,1,16.344,955294.0,223680.0,OC(C=C1)=CC=C1C2=C(C#CC3=CC=CC=C3)C(C)=CC=C2,"3'-methyl-2'-(phenylethynyl)-[1,1'-biphenyl]-4-ol",none,60.0,300.0,20.0,18.0
180,2,19.590999999999998,981761.0,240196.0,OC(C=C1)=CC=C1C2=C(C#CC3=CC=CC=C3)C(C)=CC=C2,"3'-methyl-2'-(phenylethynyl)-[1,1'-biphenyl]-4-ol",none,60.0,300.0,15.0,14.0
181,1,19.018,1307148.0,176869.0,OC(C=C1)=CC=C1C2=C(C#CC3=CC=C(OC)C=C3)C=CC=C2,"2'-((4-methoxyphenyl)ethynyl)-[1,1'-biphenyl]-4-ol",none,60.0,300.0,20.0,18.0
181,2,22.351999999999997,1207803.0,179785.0,OC(C=C1)=CC=C1C2=C(C#CC3=CC=C(OC)C=C3)C=CC=C2,"2'-((4-methoxyphenyl)ethynyl)-[1,1'-biphenyl]-4-ol",none,60.0,300.0,15.0,14.0
182,1,16.862000000000002,2023168.0,389176.0,OC1=CC=C(C2=CC(C)=CC=C2C#CC3=CC=CC=C3)C=C1,"5'-methyl-2'-(phenylethynyl)-[1,1'-biphenyl]-4-ol",none,60.0,300.0,20.0,18.0
182,2,20.121,2024641.0,363793.0,OC1=CC=C(C2=CC(C)=CC=C2C#CC3=CC=CC=C3)C=C1,"5'-methyl-2'-(phenylethynyl)-[1,1'-biphenyl]-4-ol",none,60.0,300.0,15.0,14.0
183,1,19.514,1959150.0,229447.0,CC1=CC(O)=CC=C1C2=C(C#CC3=CC=CC(Br)=C3)C=CC=C2,"2'-((3-bromophenyl)ethynyl)-2-methyl-[1,1'-biphenyl]-4-ol",none,60.0,300.0,20.0,18.0
183,2,22.875999999999998,2033533.0,223696.0,CC1=CC(O)=CC=C1C2=C(C#CC3=CC=CC(Br)=C3)C=CC=C2,"2'-((3-bromophenyl)ethynyl)-2-methyl-[1,1'-biphenyl]-4-ol",none,60.0,300.0,15.0,14.0
184,1,13.822000000000001,11052927.0,1673754.0,BrC1=CC=CC=C1C(C#CC2=CC=CC=C2)=O,1-(2-bromophenyl)-3-phenylprop-2-yn-1-one,134419-77-5,60.0,300.0,20.0,18.0
184,2,16.747,4419956.0,873623.0,BrC1=CC=CC=C1C(C#CC2=CC=CC=C2)=O,1-(2-bromophenyl)-3-phenylprop-2-yn-1-one,134419-77-5,60.0,300.0,15.0,14.0
184,3,22.839000000000002,11508608.0,1234530.0,BrC1=CC=CC=C1C(C#CC2=CC=CC=C2)=O,1-(2-bromophenyl)-3-phenylprop-2-yn-1-one,134419-77-5,60.0,300.0,10.0,6.0
185,1,17.078,4134663.0,575505.0,OC(C=C1)=CC=C1C2=C(C#CC3=CC=C(C)C=C3)C=CC=C2,"2'-(p-tolylethynyl)-[1,1'-biphenyl]-4-ol",none,60.0,300.0,20.0,18.0
185,2,20.36,4184570.0,558647.0,OC(C=C1)=CC=C1C2=C(C#CC3=CC=C(C)C=C3)C=CC=C2,"2'-(p-tolylethynyl)-[1,1'-biphenyl]-4-ol",none,60.0,300.0,15.0,14.0
186,1,14.489,5914582.0,942152.0,O=C(/C=C/C1=CC=C(Cl)C(Cl)=C1)C2=CC=CC=C2,"(E)-3-(3,4-dichlorophenyl)-1-phenylprop-2-en-1-one",22966-16-1,60.0,300.0,20.0,18.0
186,2,17.59,6045110.0,873000.0,O=C(/C=C/C1=CC=C(Cl)C(Cl)=C1)C2=CC=CC=C2,"(E)-3-(3,4-dichlorophenyl)-1-phenylprop-2-en-1-one",22966-16-1,60.0,300.0,15.0,14.0
187,1,13.08,7716058.0,1396117.0,ClC1=CC=C(C(/C=C/C2=CC=CC=C2)=O)C=C1,(E)-1-(4-chlorophenyl)-3-phenylprop-2-en-1-one,none,60.0,300.0,20.0,18.0
187,2,15.989,7775331.0,1383109.0,ClC1=CC=C(C(/C=C/C2=CC=CC=C2)=O)C=C1,(E)-1-(4-chlorophenyl)-3-phenylprop-2-en-1-one,none,60.0,300.0,15.0,14.0
187,3,21.691999999999997,7938135.0,1113085.0,ClC1=CC=C(C(/C=C/C2=CC=CC=C2)=O)C=C1,(E)-1-(4-chlorophenyl)-3-phenylprop-2-en-1-one,none,60.0,300.0,10.0,6.0
188,1,11.874,8945375.0,1747646.0,FC(C=C1)=CC=C1/C=C/C(C2=CC=CC=C2)=O,(E)-3-(4-fluorophenyl)-1-phenylprop-2-en-1-one,none,60.0,300.0,20.0,18.0
188,2,14.545,9073867.0,1556376.0,FC(C=C1)=CC=C1/C=C/C(C2=CC=CC=C2)=O,(E)-3-(4-fluorophenyl)-1-phenylprop-2-en-1-one,none,60.0,300.0,15.0,14.0
188,3,19.607,9271342.0,1191209.0,FC(C=C1)=CC=C1/C=C/C(C2=CC=CC=C2)=O,(E)-3-(4-fluorophenyl)-1-phenylprop-2-en-1-one,none,60.0,300.0,10.0,6.0
189,1,12.662,11284306.0,1893940.0,CC1=CC=C(C(/C=C/C2=CC=C(F)C=C2)=O)C=C1,(E)-3-(4-fluorophenyl)-1-(p-tolyl)prop-2-en-1-one,none,60.0,300.0,20.0,18.0
189,2,15.517000000000001,11408112.0,1719086.0,CC1=CC=C(C(/C=C/C2=CC=C(F)C=C2)=O)C=C1,(E)-3-(4-fluorophenyl)-1-(p-tolyl)prop-2-en-1-one,none,60.0,300.0,15.0,14.0
189,3,21.026,11638573.0,1301607.0,CC1=CC=C(C(/C=C/C2=CC=C(F)C=C2)=O)C=C1,(E)-3-(4-fluorophenyl)-1-(p-tolyl)prop-2-en-1-one,none,60.0,300.0,10.0,6.0
19,1,11.217,638492.0,247287.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,40.0,200.0,10.0,0.0
19,10,14.152000000000001,654380.0,256621.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,40.0,280.0,10.0,3.0
19,11,10.395999999999999,666193.0,329791.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,40.0,300.0,20.0,3.0
19,12,8.978,696136.0,384357.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,40.0,280.0,30.0,3.0
19,13,9.298,540034.0,224038.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,60.0,220.0,10.0,0.0
19,14,6.479,552203.0,284535.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,60.0,280.0,20.0,0.0
19,15,5.375,571190.0,326563.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,60.0,280.0,30.0,0.0
19,16,10.234,560845.0,232625.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,60.0,210.0,10.0,1.0
19,17,7.428,599897.0,304990.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,60.0,280.0,20.0,1.0
19,18,6.33,586523.0,326449.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,60.0,280.0,30.0,1.0
19,19,11.165,580541.0,226093.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,60.0,200.0,10.0,2.0
19,2,7.4479999999999995,664151.0,332465.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,40.0,280.0,20.0,0.0
19,20,8.378,668489.0,335554.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,60.0,280.0,20.0,2.0
19,21,7.282,662478.0,353924.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,60.0,280.0,30.0,2.0
19,22,12.099,655451.0,250553.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,60.0,190.0,10.0,3.0
19,23,9.322000000000001,666057.0,328743.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,60.0,320.0,20.0,3.0
19,24,8.232999999999999,721551.0,371035.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,60.0,280.0,30.0,3.0
19,25,7.522,451552.0,197367.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,80.0,240.0,10.0,0.0
19,26,5.568,452341.0,242035.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,80.0,280.0,20.0,0.0
19,27,4.768,448770.0,257887.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,80.0,280.0,30.0,0.0
19,28,8.357999999999999,450587.0,187872.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,80.0,230.0,10.0,1.0
19,29,6.438,448291.0,236864.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,80.0,280.0,20.0,1.0
19,3,6.021,711729.0,380367.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,40.0,280.0,30.0,0.0
19,30,5.646,456902.0,258981.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,80.0,280.0,30.0,1.0
19,31,9.187000000000001,440481.0,178851.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,80.0,220.0,10.0,2.0
19,32,7.305,447557.0,223811.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,80.0,280.0,20.0,2.0
19,33,6.519,453059.0,240026.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,80.0,280.0,30.0,2.0
19,34,10.014,436295.0,176829.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,80.0,210.0,10.0,3.0
19,35,8.167,445600.0,222595.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,80.0,280.0,20.0,3.0
19,36,7.391,450737.0,233956.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,80.0,280.0,30.0,3.0
19,4,12.196,668264.0,258321.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,40.0,190.0,10.0,1.0
19,5,8.43,701561.0,355768.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,40.0,280.0,20.0,1.0
19,6,7.007999999999999,712834.0,394778.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,40.0,280.0,30.0,1.0
19,7,13.174000000000001,663361.0,255274.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,40.0,180.0,10.0,2.0
19,8,9.414,684734.0,337787.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,40.0,280.0,20.0,2.0
19,9,7.994,709408.0,383332.0,ClC1=CC=C(OC=N2)C2=C1,5-Chlorobenzoxazole,17200-29-2,40.0,280.0,30.0,2.0
190,1,13.908,6629881.0,1198784.0,CC1=CC=C(C(/C=C/C2=CC=CC(Cl)=C2)=O)C=C1,(E)-3-(3-chlorophenyl)-1-(p-tolyl)prop-2-en-1-one,none,60.0,300.0,20.0,18.0
190,2,16.938,6726807.0,1086835.0,CC1=CC=C(C(/C=C/C2=CC=CC(Cl)=C2)=O)C=C1,(E)-3-(3-chlorophenyl)-1-(p-tolyl)prop-2-en-1-one,none,60.0,300.0,15.0,14.0
190,3,22.991999999999997,6863475.0,904672.0,CC1=CC=C(C(/C=C/C2=CC=CC(Cl)=C2)=O)C=C1,(E)-3-(3-chlorophenyl)-1-(p-tolyl)prop-2-en-1-one,none,60.0,300.0,10.0,6.0
191,1,7.724,751212.0,328820.0,FC(F)(Br)C(NC1=CC=CC=C1)=O,"2-bromo-2,2-difluoro-N-phenylacetamide",none,60.0,300.0,20.0,18.0
191,2,9.172,751635.0,294711.0,FC(F)(Br)C(NC1=CC=CC=C1)=O,"2-bromo-2,2-difluoro-N-phenylacetamide",none,60.0,300.0,15.0,14.0
191,3,11.837,758045.0,232966.0,FC(F)(Br)C(NC1=CC=CC=C1)=O,"2-bromo-2,2-difluoro-N-phenylacetamide",none,60.0,300.0,10.0,6.0
191,4,13.68,752632.0,200849.0,FC(F)(Br)C(NC1=CC=CC=C1)=O,"2-bromo-2,2-difluoro-N-phenylacetamide",none,60.0,300.0,8.0,0.0
192,1,13.84,10243345.0,1576185.0,O=C(/C=C/C1=CC=C(Br)C=C1)C2=CC=CC=C2,(E)-3-(4-bromophenyl)-1-phenylprop-2-en-1-one,1774-66-9,60.0,300.0,20.0,18.0
192,2,16.854,10390229.0,1355669.0,O=C(/C=C/C1=CC=C(Br)C=C1)C2=CC=CC=C2,(E)-3-(4-bromophenyl)-1-phenylprop-2-en-1-one,1774-66-9,60.0,300.0,15.0,14.0
192,3,22.859,10604240.0,1252358.0,O=C(/C=C/C1=CC=C(Br)C=C1)C2=CC=CC=C2,(E)-3-(4-bromophenyl)-1-phenylprop-2-en-1-one,1774-66-9,60.0,300.0,10.0,6.0
193,1,14.864,4253279.0,790116.0,BrC(C=C1)=CC=C1/C=C/C(C2=CC=C(C)C=C2)=O,(E)-3-(4-bromophenyl)-1-(p-tolyl)prop-2-en-1-one,none,60.0,300.0,20.0,18.0
193,2,17.995,4182381.0,723887.0,BrC(C=C1)=CC=C1/C=C/C(C2=CC=C(C)C=C2)=O,(E)-3-(4-bromophenyl)-1-(p-tolyl)prop-2-en-1-one,none,60.0,300.0,15.0,14.0
194,1,12.425,373989.0,160537.0,CC1=CC=C(C(O)C#CC2=CC=CC=C2)C=C1,3-phenyl-1-(p-tolyl)prop-2-yn-1-ol,none,60.0,300.0,20.0,18.0
194,2,15.222000000000001,369611.0,147173.0,CC1=CC=C(C(O)C#CC2=CC=CC=C2)C=C1,3-phenyl-1-(p-tolyl)prop-2-yn-1-ol,none,60.0,300.0,15.0,14.0
194,3,20.586,372344.0,127171.0,CC1=CC=C(C(O)C#CC2=CC=CC=C2)C=C1,3-phenyl-1-(p-tolyl)prop-2-yn-1-ol,none,60.0,300.0,10.0,6.0
195,1,9.466000000000001,371229.0,164057.0,O=C(/C=C/C1=CC=CC=C1)C2CC2,(E)-1-cyclopropyl-3-phenylprop-2-en-1-one,54454-40-9,60.0,300.0,20.0,18.0
195,2,11.437999999999999,1133270.0,475687.0,O=C(/C=C/C1=CC=CC=C1)C2CC2,(E)-1-cyclopropyl-3-phenylprop-2-en-1-one,54454-40-9,60.0,300.0,15.0,14.0
195,3,15.094000000000001,1136656.0,383722.0,O=C(/C=C/C1=CC=CC=C1)C2CC2,(E)-1-cyclopropyl-3-phenylprop-2-en-1-one,54454-40-9,60.0,300.0,10.0,6.0
